District,SiteName,orgUnit,Phone,Trigger,Quota
Nsanje District,Masenjere Health Centre,ZCUSGL5FwWS,,0,
Nsanje District,Mbenje Health Centre,OZJBSOAO1za,,0,
Nsanje District,Ndamera Health Centre,d9TXEF9PPEC,,0,
Nsanje District,Nsanje District Hospital,I1IKjirA4DN,,0,
Nsanje District,Nyamithuthu Health Centre,GrMqOGNyaet,,0,
Nsanje District,Phokera Health Centre,J7azwFWzeI9,,0,
Nsanje District,Sankhulani Health Centre,cEzVKmPEV3H,,0,
Nsanje District,Sorgin Health Centre,AXaQpsSlVSp,,0,
Nsanje District,Tengani Health Centre,ki9KAc2d4WX,,0,
Nsanje District,Tikondane Private Clinic,mqQZb32wn07,,0,
Nsanje District,Trinity Mission Hospital,FojAN9udM3t,,0,
Ntcheu District,Bilira Health Centre,AYfdNGbAFLm,,0,
Ntcheu District,Biriwiri Health Centre,ke2bnddubqh,,0,
Ntcheu District,Bwanje Health Centre,zvI3UqxYBvy,,0,
Ntcheu District,Champiti Health Centre,uocmnfr15A7,,0,
Ntcheu District,Chigodi Health Centre,nX3p0L6Xc9K,,0,
Ntcheu District,Chikande Health Centre,fsi4qmxD18c,,0,
Ntcheu District,Doviko Dispensary,wlzhRXafUWG,,0,
Ntcheu District,Dzunje Dispensary,S319m0v61jG,,0,
Ntcheu District,Fpam Clinic Ntcheu,oiKtDL2lT9Z,,0,
Ntcheu District,Ganya Health Centre,qBKZE7TPMEY,,0,
Ntcheu District,Gowa Heath Centre,ALsfFDBGWhP,,0,
Ntcheu District,Kalimanjira Health Centre,m0BCwbSWykq,,0,
Ntcheu District,Kandeu Health Centre,XBjl1orkCoK,,0,
Ntcheu District,Kapeni Health Centre,JUbYjb4D139,,0,
Ntcheu District,Kasinje Health Centre,oDjt5ho0N0L,,0,
Ntcheu District,Katsekera Health Centre,oGCiiMiGpAD,,0,
Ntcheu District,Lakeview Health Centre,u5IeQLcxaVP,,0,
Ntcheu District,Lizulu Health Centre,Lc2vrYwhp9n,,0,
Ntcheu District,Manjawira Maternity,ILzJYf9KWZo,,0,
Ntcheu District,Masasa Health Centre,PsNAhE80miu,,0,
Ntcheu District,Matanda Health Centre,oyc6kzZBAXy,,0,
Ntcheu District,Mlanda Health Centre,JRIKXzT3eGf,,0,
Ntcheu District,Mlangeni Health Centre,MFFdQ9DfNS3,,0,
Ntcheu District,Mphepozinai Dispensary,XBPNKKNlKg5,,0,
Ntcheu District,Mtonda Health Centre,EnVk6iRSZbs,,0,
Ntcheu District,Nsipe Health Centre,q3Ajqxf1Lnk,,0,
Ntcheu District,Nsiyaludzu Health Centre,aR7Dw2XslKs,,0,
Ntcheu District,Ntcheu District Hospital,V8AN1xsSw5c,,0,
Ntcheu District,Nzama Health Centre,xIPGO5amiKq,,0,
Ntcheu District,Senzani Health Centre,Hk3BgTs9DYu,,0,
Ntcheu District,Sharpe Valley Health Centre,Tvdruz711yY,,0,
Ntcheu District,Sister Theresa Community Hospital Mikoke,nGhtGMHsV8E,,0,
Ntcheu District,Tsangano Health Centre,Z4GcT8fJrtp,,0,
Ntchisi District,Chinguluwe Health Centre Ntchisi,gsFF5PeUyOu,,0,
Ntchisi District,Chinthembwe Health Centre,dndkMb3NxbB,,0,
Ntchisi District,Kangolwa Health Centre,JWY4JfFD62S,,0,
Ntchisi District,Kansonga Health Centre Ntchisi,tT9gknrFpna,,0,
Ntchisi District,Khuwi Health Centre,EBHHifM07j5,,0,
Ntchisi District,Malambo St Theresa Health Centre,E7QZkTmniIb,,0,
Ntchisi District,Malomo Health Centre,sjiCx46o6wB,,0,
Ntchisi District,Mkhuzi Health Centre,RLyMLZTY3MK,,0,
Ntchisi District,Mpherere Health Centre,jMFzmauBvZM,,0,
Ntchisi District,Mzandu Health Centre,DItwnl2NpzD,,0,
Ntchisi District,Ntchisi District Hospital,aslCUXo6KVY,,0,
Ntchisi District,Nthondo Health Centre,D5aR84NLW2R,,0,
Phalombe District,Chiringa Cham Health Centre,Hpyi7uZXoTg,,0,
Phalombe District,Chiringa Maternity,iPYZzzO0VV8,,0,
Phalombe District,Chitekesa Health Centre,C7GpxtvbTrl,,0,
Phalombe District,Kalinde Health Centre,MZNemvjBjSa,,0,
Phalombe District,Migowi Health Centre,rccWTlNjQqi,,0,
Phalombe District,Mpasa Health Centre,dipHtmaP5OB,,0,
Phalombe District,Mulungu Alinafe Clinic,QVUxeWWLJNt,,0,
Phalombe District,Mwanga Health Centre,lm979xWH4eZ,,0,
Phalombe District,Nambazo Health Centre,V5cAQ1G3m0U,,0,
Phalombe District,Nazombe Health Centre (gogo Nazombe),SkViBNqPSLv,,0,
Phalombe District,Nkhulambe Health Centre,UPA214qteDL,,0,
Phalombe District,Nkhwayi Health Centre,f4r1qQ6FYc6,,0,
Phalombe District,Phalombe Health Centre,RfahG3JcLRK,,0,
Phalombe District,Phalombe Mission Hospital Holy Family,jHKaHfhiCjl,,0,
Phalombe District,Sukasanje Health Centre,tZDFam1brfJ,,0,
Rumphi District,Blm Rumphi,l8rU1WP0Cyp,,0,
Rumphi District,Bolero Rural Hospital,tWgRU2dr21g,,0,
Rumphi District,Chitimba Health Centre,M9ceyjPQTbD,,0,
Rumphi District,Eva Demaya Centre,IeSRbH8BYv9,,0,
Rumphi District,Katowo Health Centre,a6nfqAmJn1X,,0,
Rumphi District,Livingstonia Mission Hospital,Ob9RgYVKiFY,,0,
Rumphi District,Lura Health Centre,gxMz2wTCJHF,,0,
Rumphi District,Luwuchi Health Centre,EMwiSyprOdn,,0,
Rumphi District,Mhuju Rural Hospital,aEshD2y6PSI,,0,
Rumphi District,Mlowe Health Centre,gyfElwXdPKs,,0,
Rumphi District,Mphompha Health Centre,JELnogPTMWP,,0,
Rumphi District,Mwazisi Health Centre,loBGZ0YkLHa,,0,
Rumphi District,Mzokoto Health Centre,Ql3u2JMAy50,,0,
Rumphi District,Ng'onga Health Centre,lOtyRUGz7Av,,0,
Rumphi District,Nthenje Dispensary,eLzY7zaEued,,0,
Rumphi District,Rumphi District Hospital,EVpz8qwbgZl,,0,
Salima District,Chagunda Health Centre,Yk6jW8c1GM3,,0,
Salima District,Chinguluwe Health Centre Salima,OaUbd5TnnT4,,0,
Salima District,Chipoka Health Centre,uPLGRCkl1wT,,0,
Salima District,Chitala Health Centre,nuiSkVOrPBj,,0,
Salima District,Kaphatenga Health Centre,K7y3PfYwwS9,,0,
Salima District,Katawa Health Centre,SwsE7VzcNRF,,0,
Salima District,Khombedza Health Centre,xPimJOgzXq1,,0,
Salima District,Life Line Salima Health Centre,a0hddzQ2nu1,,0,
Salima District,Lifuwu Health Centre,uzFhS0wnfbi,,0,
Salima District,Maganga Health Centre,QAZreSLY0VU,,0,
Salima District,Makiyoni Health Centre,CP3rkw79RjC,,0,
Salima District,Mchoka Health Centre,kRceVOmcbBP,,0,
Salima District,Ngodzi Health Centre,CJ8CAFCVNSV,,0,
Salima District,Salima District Hospital,Pi1UjlChKSI,,0,
Salima District,Senga Bay Baptist Medical Clinic,JqUkCByf5dO,,0,
Salima District,Thavite Health Centre,POCcMPxgujR,,0,
Thyolo District,Amalika Health Centre,pdzbnJ8bH11,,0,
Thyolo District,Bvumbwe Research Health Centre,CbdsaUmWT3W,,0,
Thyolo District,Changata Health Centre,yurjJg0e16D,,0,
Thyolo District,Chimaliro Health Centre,q9wXsA6Avl1,,0,
Thyolo District,Chimvu Health Centre,Ql0LUH1AncG,,0,
Thyolo District,Chingazi Health Centre,eJ9HefKDTpy,,0,
Thyolo District,Chipho Health Centre,PuLwwC9K3K4,,0,
Thyolo District,Chisoka Health Centre,foqCO4wO18v,,0,
Thyolo District,Didi Health Centre,hGunAZ21PQ0,,0,
Thyolo District,Gombe Health Centre,gHmy8eIB8Gl,,0,
Thyolo District,Hallena Oakley Ntambanyama Health Centre,nBXpm1FLg3E,,0,
Thyolo District,Khonjeni Health Centre,yRbYQYdutRc,,0,
Thyolo District,Makapwa Health Centre,cvm3VJ3Ya4a,,0,
Thyolo District,Makungwa Health Centre,AupHjOUJVUr,,0,
Thyolo District,Makwasa Estate Clinic,rcOS4KaYXkn,,0,
Thyolo District,Malamulo Mission Hospital,Xz5I3NFQpuA,,0,
Thyolo District,Mangunda Health Centre,G9rkxjQMexD,,0,
Thyolo District,Mapanga Maternity,xLwSIpiVOci,,0,
Thyolo District,Mchima Clinic,ZKnZNkzvn0v,,0,
Thyolo District,Mianga Health Centre,XPA50b4976g,,0,
Thyolo District,Mikolongwe Health Centre,A9zi9wsYXSZ,,0,
Thyolo District,Mitengo Health Centre St Joseph,xOamq1O6NTu,,0,
Thyolo District,Naming'omba Health Centre,SJMX2gGWKh1,,0,
Thyolo District,Sambankhanga Health Centre,m2e7PwJ0ggs,,0,
Thyolo District,Satemwa Clinic,zvMzDGzgTNQ,,0,
Thyolo District,St Martins Molere Health Centre,YNw7Jlxsws5,,0,
Thyolo District,Thekerani Health Centre,j7oWYfjLite,,0,
Thyolo District,Thomasi Health Centre,RfxgtfJWJ1Y,,0,
Thyolo District,Thunga Health Centre,FaF1vFfemAE,,0,
Thyolo District,Thyolo District Hospital,YV3LVhStyUl,,0,
Thyolo District,Zoa Health Centre,iMQUUgdq27X,,0,
Zomba District,Ahi Private Clinic,TzxtAm1ntnr,,0,
Zomba District,Bimbi Health Centre,H7RenqME6Rm,,0,
Zomba District,Blm Zomba,J4p15FefyUz,,0,
Zomba District,Chamba Health Centre,IwFPXPs2by9,,0,
Zomba District,Chancellor College Clinic,yDCTF6eiybR,,0,
Zomba District,Chilipa Health Centre Zomba,GlwlEYZWWWD,,0,
Zomba District,Chinamwali Private Clinic,wirVwEbq1i0,,0,
Zomba District,Chingale Health Centre,zZGCfI9B3FL,,0,
Zomba District,Chipini Health Centre,fGun3kstL33,,0,
Zomba District,City Clinic Zomba,ZOd4kxqjY0y,,0,
Zomba District,Domasi Rural Hospital,QeRScvVxi0E,,0,
Zomba District,H. Parker Sharp Health Centre (domasi Ccap),R7gtAZxucCN,,0,
Zomba District,Lambulira Health Centre,OsG6vI7sma3,,0,
Zomba District,Likangala Health Centre,H9wqbXxmhGh,,0,
Zomba District,Machinjiri Health Centre,msbk5PsdVtB,,0,
Zomba District,Maera Health Centre,poOBCwgcQAo,,0,
Zomba District,Magomero Health Centre,dPoeA42WzkL,,0,
Zomba District,Makwapala Health Centre,OH4U0MmQFJr,,0,
Zomba District,Masm Medi Clinic Zomba,zlZXz8QLiCf,,0,
Zomba District,Matawale Health Centre,ME4zTc4C97J,,0,
Zomba District,Matiya Health Centre,OTKAsl6wDTa,,0,
Zomba District,Mayaka Health Centre,YuwcdDjLDy7,,0,
Zomba District,Mmambo Health Centre,JymoOVbEHhL,,0,
Zomba District,Mwandama Health Centre,fHEzfOkh20m,,0,
Zomba District,Naisi Health Centre,FfOJJA3OlnL,,0,
Zomba District,Namadidi Health Centre,JC0IT3hX03T,,0,
Zomba District,Namasalima Health Centre Zomba,MF241anKthR,,0,
Zomba District,Namikango Health Centre,QvYSxTwTKK9,,0,
Zomba District,Nasawa Health Centre,dSCBcP1LjNs,,0,
Zomba District,Ngwelero Health Centre,o68TyCCcCfO,,0,
Zomba District,Nkasala Health Centre,qK5gcwsFR2a,,0,
Zomba District,Pirimiti Health Centre,ZdhOJhrgBgr,,0,
Zomba District,Police College Hospital Zomba,JUzvAfEwWJz,,0,
Zomba District,Sadzi Health Centre,Osgkud4Ct59,,0,
Zomba District,St Lukes Mission Hospital,N1lNO8D9oeb,,0,
Zomba District,Thondwe Health Centre,v4OraIPvUyk,,0,
Zomba District,Zilindo Health Centre,ZBXdtnT9xN9,,0,
Zomba District,Zomba Central Hospital Tisungane Clinic,C7SiTPhdm9J,,0,
Zomba District,Zomba Central Prison Clinic,EokCmUhxeor,,0,
Zomba District,Zomba Mental Hospital,MGcXGfl24fN,,0,
